id,Rows_Timeline Chart,Columns_Timeline Chart,Category,Date_Born,Full Name,Gender,Id,Is Recipient Active,Table Name_Award Only,Table Name_Birth Death,Born country,Date_Award,Date_Died,Date_Earliest,Date_End,First Name,Last Name,Motivation,Motivaton_Cleaned,Table Name,Age (Years) at Award,Decade_Born,Year,Born_Country_Latitude,Born_Country_Longitude,Born_Country_coordinates,continent
236,0,31407,Chemistry,Nov 1903,Lars Onsager,Male,236,Deceased,Start,Start,Norway,Dec 1968,Oct 1976,Nov 1817,Oct 1976,Lars,Onsager,"""for the discovery of the reciprocal relations bearing his name which are fundamental for the thermodynamics of irreversible processes""",for the discovery of the reciprocal relations bearing his name which are fundamental for the thermodynamics of irreversible processes,Start,65,1900,1968,60.47202399999999,8.468945999999999,"60.47202399999999, 8.468945999999999",Europe
237,0,36806,Chemistry,Sep 1918,Derek Barton,Male,237,Deceased,Start,Start,United Kingdom,Dec 1969,Mar 1998,Nov 1817,Mar 1998,Derek,Barton,"""for their contributions to the development of the concept of conformation and its application in chemistry""",for their contributions to the development of the concept of conformation and its application in chemistry,Start,51,1910,1969,55.378051,-3.435973,"55.378051, -3.435973",Europe
238,0,29023,Chemistry,May 1897,Odd Hassel,Male,238,Deceased,Start,Start,Norway,Dec 1969,May 1981,Nov 1817,May 1981,Odd,Hassel,"""for their contributions to the development of the concept of conformation and its application in chemistry""",for their contributions to the development of the concept of conformation and its application in chemistry,Start,72,1890,1969,60.47202399999999,8.468945999999999,"60.47202399999999, 8.468945999999999",Europe
239,0,32421,Chemistry,Sep 1906,Luis Leloir,Male,239,Deceased,Start,Start,France,Dec 1970,Dec 1987,Nov 1817,Dec 1987,Luis,Leloir,"""for his discovery of sugar nucleotides and their role in the biosynthesis of carbohydrates""",for his discovery of sugar nucleotides and their role in the biosynthesis of carbohydrates,Start,64,1900,1970,46.227638,2.213749,"46.227638, 2.213749",Europe
240,0,31801,Chemistry,Dec 1904,Gerhard Herzberg,Male,240,Deceased,Start,Start,Germany,Dec 1971,Mar 1999,Nov 1817,Mar 1999,Gerhard,Herzberg,"""for his contributions to the knowledge of electronic structure and geometry of molecules particularly free radicals""",for his contributions to the knowledge of electronic structure and geometry of molecules particularly free radicals,Start,67,1900,1971,51.165691,10.451526,"51.165691, 10.451526",Europe
241,0,35910,Chemistry,Mar 1916,Christian Anfinsen,Male,241,Deceased,Start,Start,USA,Dec 1972,May 1995,Nov 1817,May 1995,Christian,Anfinsen,"""for his work on ribonuclease especially concerning the connection between the amino acid sequence and the biologically active conformation""",for his work on ribonuclease especially concerning the connection between the amino acid sequence and the biologically active conformation,Start,56,1910,1972,37.09024,-95.712891,"37.09024, -95.712891",North America
242,0,34976,Chemistry,Sep 1913,Stanford Moore,Male,242,Deceased,Start,Start,USA,Dec 1972,Aug 1982,Nov 1817,Aug 1982,Stanford,Moore,"""for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule""",for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule,Start,59,1910,1972,37.09024,-95.712891,"37.09024, -95.712891",North America
243,0,34174,Chemistry,Jun 1911,William H. Stein,Male,243,Deceased,Start,Start,USA,Dec 1972,Feb 1980,Nov 1817,Feb 1980,William H.,Stein,"""for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule""",for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule,Start,61,1910,1972,37.09024,-95.712891,"37.09024, -95.712891",North America
244,0,36869,Chemistry,Nov 1918,Ernst Otto Fischer,Male,244,Deceased,Start,Start,Germany,Dec 1973,Jul 2007,Nov 1817,Jul 2007,Ernst Otto,Fischer,"""for their pioneering work performed independently on the chemistry of the organometallic so called sandwich compounds""",for their pioneering work performed independently on the chemistry of the organometallic so called sandwich compounds,Start,55,1910,1973,51.165691,10.451526,"51.165691, 10.451526",Europe
245,0,37846,Chemistry,Jul 1921,Geoffrey Wilkinson,Male,245,Deceased,Start,Start,United Kingdom,Dec 1973,Sep 1996,Nov 1817,Sep 1996,Geoffrey,Wilkinson,"""for their pioneering work performed independently on the chemistry of the organometallic so called sandwich compounds""",for their pioneering work performed independently on the chemistry of the organometallic so called sandwich compounds,Start,52,1920,1973,55.378051,-3.435973,"55.378051, -3.435973",Europe
246,0,33803,Chemistry,Jun 1910,Paul J. Flory,Male,246,Deceased,Start,Start,USA,Dec 1974,Sep 1985,Nov 1817,Sep 1985,Paul J.,Flory,"""for his fundamental achievements both theoretical and experimental in the physical chemistry of the macromolecules""",for his fundamental achievements both theoretical and experimental in the physical chemistry of the macromolecules,Start,64,1910,1974,37.09024,-95.712891,"37.09024, -95.712891",North America
247,0,36440,Chemistry,Sep 1917,John Cornforth,Male,247,Deceased,Start,Start,Australia,Dec 1975,Dec 2013,Nov 1817,Dec 2013,John,Cornforth,"""for his work on the stereochemistry of enzyme-catalyzed reactions""",for his work on the stereochemistry of enzyme-catalyzed reactions,Start,58,1910,1975,-25.274398,133.775136,"-25.274398, 133.775136",Australia
248,0,32376,Chemistry,Jul 1906,Vladimir Prelog,Male,248,Deceased,Start,Start,Austria-Hungary (now Bosnia and Herzegovina),Dec 1975,Jan 1998,Nov 1817,Jan 1998,Vladimir,Prelog,"""for his research into the stereochemistry of organic molecules and reactions""",for his research into the stereochemistry of organic molecules and reactions,Start,69,1900,1975,43.915886,17.679076,"43.915886, 17.679076",Europe
249,0,37263,Chemistry,Dec 1919,William Lipscomb,Male,249,Deceased,Start,Start,USA,Dec 1976,Apr 2011,Nov 1817,Apr 2011,William,Lipscomb,"""for his studies on the structure of boranes illuminating problems of chemical bonding""",for his studies on the structure of boranes illuminating problems of chemical bonding,Start,57,1910,1976,37.09024,-95.712891,"37.09024, -95.712891",North America
250,0,36215,Chemistry,Jan 1917,Ilya Prigogine,Male,250,Deceased,Start,Start,Russia,Dec 1977,May 2003,Nov 1817,May 2003,Ilya,Prigogine,"""for his contributions to non-equilibrium thermodynamics particularly the theory of dissipative structures""",for his contributions to non-equilibrium thermodynamics particularly the theory of dissipative structures,Start,60,1910,1977,61.52401,105.318756,"61.52401, 105.318756",Asia
251,0,37558,Chemistry,Sep 1920,Peter Mitchell,Male,251,Deceased,Start,Start,United Kingdom,Dec 1978,Apr 1992,Nov 1817,Apr 1992,Peter,Mitchell,"""for his contribution to the understanding of biological energy transfer through the formulation of the chemiosmotic theory""",for his contribution to the understanding of biological energy transfer through the formulation of the chemiosmotic theory,Start,58,1920,1978,55.378051,-3.435973,"55.378051, -3.435973",Europe
252,0,34506,Chemistry,May 1912,Herbert C. Brown,Male,252,Deceased,Start,Start,United Kingdom,Dec 1979,Dec 2004,Nov 1817,Dec 2004,Herbert C.,Brown,"""for their development of the use of boron- and phosphorus-containing compounds respectively into important reagents in organic synthesis""",for their development of the use of boron- and phosphorus-containing compounds respectively into important reagents in organic synthesis,Start,67,1910,1979,55.378051,-3.435973,"55.378051, -3.435973",Europe
253,0,29053,Chemistry,Jun 1897,Georg Wittig,Male,253,Deceased,Start,Start,Germany,Dec 1979,Aug 1987,Nov 1817,Aug 1987,Georg,Wittig,"""for their development of the use of boron- and phosphorus-containing compounds respectively into important reagents in organic synthesis""",for their development of the use of boron- and phosphorus-containing compounds respectively into important reagents in organic synthesis,Start,82,1890,1979,51.165691,10.451526,"51.165691, 10.451526",Europe
254,0,39658,Chemistry,Jun 1926,Paul Berg,Male,254,Alive,Start,Start,USA,Dec 1980,,Nov 1817,Mar 2023,Paul,Berg,"""for his fundamental studies of the biochemistry of nucleic acids with particular regard to recombinant-DNA""",for his fundamental studies of the biochemistry of nucleic acids with particular regard to recombinant-DNA,Start,54,1920,1980,37.09024,-95.712891,"37.09024, -95.712891",North America
255,0,41749,Chemistry,Mar 1932,Walter Gilbert,Male,255,Alive,Start,Start,USA,Dec 1980,,Nov 1817,Mar 2023,Walter,Gilbert,"""for their contributions concerning the determination of base sequences in nucleic acids""",for their contributions concerning the determination of base sequences in nucleic acids,Start,48,1930,1980,37.09024,-95.712891,"37.09024, -95.712891",North America
256,0,36832,Chemistry,Oct 1918,Kenichi Fukui,Male,257,Deceased,Start,Start,Japan,Dec 1981,Jan 1998,Nov 1817,Jan 1998,Kenichi,Fukui,"""for their theories developed independently concerning the course of chemical reactions""",for their theories developed independently concerning the course of chemical reactions,Start,63,1910,1981,36.204824,138.252924,"36.204824, 138.252924",Asia
257,0,43694,Chemistry,Jul 1937,Roald Hoffmann,Male,258,Alive,Start,Start,Poland (now Ukraine),Dec 1981,,Nov 1817,Mar 2023,Roald,Hoffmann,"""for their theories developed independently concerning the course of chemical reactions""",for their theories developed independently concerning the course of chemical reactions,Start,44,1930,1981,48.379433,31.16558,"48.379433, 31.16558",Asia
258,0,39700,Chemistry,Aug 1926,Aaron Klug,Male,259,Deceased,Start,Start,Lithuania,Dec 1982,Nov 2018,Nov 1817,Nov 2018,Aaron,Klug,"""for his development of crystallographic electron microscopy and his structural elucidation of biologically important nucleic acid-protein complexes""",for his development of crystallographic electron microscopy and his structural elucidation of biologically important nucleic acid-protein complexes,Start,56,1920,1982,55.169438,23.881275,"55.169438, 23.881275",Europe
259,0,35793,Chemistry,Nov 1915,Henry Taube,Male,260,Deceased,Start,Start,Canada,Dec 1983,Nov 2005,Nov 1817,Nov 2005,Henry,Taube,"""for his work on the mechanisms of electron transfer reactions especially in metal complexes""",for his work on the mechanisms of electron transfer reactions especially in metal complexes,Start,68,1910,1983,56.130366,-106.346771,"56.130366, -106.346771",North America
260,0,37847,Chemistry,Jul 1921,Bruce Merrifield,Male,261,Deceased,Start,Start,USA,Dec 1984,May 2006,Nov 1817,May 2006,Bruce,Merrifield,"""for his development of methodology for chemical synthesis on a solid matrix""",for his development of methodology for chemical synthesis on a solid matrix,Start,63,1920,1984,37.09024,-95.712891,"37.09024, -95.712891",North America
261,0,36235,Chemistry,Feb 1917,Herbert A. Hauptman,Male,262,Deceased,Start,Start,USA,Dec 1985,Oct 2011,Nov 1817,Oct 2011,Herbert A.,Hauptman,"""for their outstanding achievements in the development of direct methods for the determination of crystal structures""",for their outstanding achievements in the development of direct methods for the determination of crystal structures,Start,68,1910,1985,37.09024,-95.712891,"37.09024, -95.712891",North America
262,0,36724,Chemistry,Jun 1918,Jerome Karle,Male,263,Deceased,Start,Start,USA,Dec 1985,Jun 2013,Nov 1817,Jun 2013,Jerome,Karle,"""for their outstanding achievements in the development of direct methods for the determination of crystal structures""",for their outstanding achievements in the development of direct methods for the determination of crystal structures,Start,67,1910,1985,37.09024,-95.712891,"37.09024, -95.712891",North America
263,0,41838,Chemistry,Jun 1932,Dudley R. Herschbach,Male,264,Alive,Start,Start,USA,Dec 1986,,Nov 1817,Mar 2023,Dudley R.,Herschbach,"""for their contributions concerning the dynamics of chemical elementary processes""",for their contributions concerning the dynamics of chemical elementary processes,Start,54,1930,1986,37.09024,-95.712891,"37.09024, -95.712891",North America
264,0,43453,Chemistry,Nov 1936,Yuan T. Lee,Male,265,Alive,Start,Start,Taiwan,Dec 1986,,Nov 1817,Mar 2023,Yuan T.,Lee,"""for their contributions concerning the dynamics of chemical elementary processes""",for their contributions concerning the dynamics of chemical elementary processes,Start,50,1930,1986,23.69781,120.960515,"23.69781, 120.960515",Asia
265,0,40596,Chemistry,Jan 1929,John C. Polanyi,Male,266,Alive,Start,Start,Germany,Dec 1986,,Nov 1817,Mar 2023,John C.,Polanyi,"""for their contributions concerning the dynamics of chemical elementary processes""",for their contributions concerning the dynamics of chemical elementary processes,Start,57,1920,1986,51.165691,10.451526,"51.165691, 10.451526",Europe
266,0,37032,Chemistry,Apr 1919,Donald J. Cram,Male,267,Deceased,Start,Start,USA,Dec 1987,Jun 2001,Nov 1817,Jun 2001,Donald J.,Cram,"""for their development and use of molecules with structure-specific interactions of high selectivity""",for their development and use of molecules with structure-specific interactions of high selectivity,Start,68,1910,1987,37.09024,-95.712891,"37.09024, -95.712891",North America
267,0,44498,Chemistry,Sep 1939,Jean-Marie Lehn,Male,268,Alive,Start,Start,France,Dec 1987,,Nov 1817,Mar 2023,Jean-Marie,Lehn,"""for their development and use of molecules with structure-specific interactions of high selectivity""",for their development and use of molecules with structure-specific interactions of high selectivity,Start,48,1930,1987,46.227638,2.213749,"46.227638, 2.213749",Europe
268,0,31718,Chemistry,Oct 1904,Charles J. Pedersen,Male,269,Deceased,Start,Start,Korea (now South Korea),Dec 1987,Oct 1989,Nov 1817,Oct 1989,Charles J.,Pedersen,"""for their development and use of molecules with structure-specific interactions of high selectivity""",for their development and use of molecules with structure-specific interactions of high selectivity,Start,83,1900,1987,35.907757,127.766922,"35.907757, 127.766922",Asia
269,0,45959,Chemistry,Sep 1943,Johann Deisenhofer,Male,270,Alive,Start,Start,Germany,Dec 1988,,Nov 1817,Mar 2023,Johann,Deisenhofer,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",for the determination of the three-dimensional structure of a photosynthetic reaction centre,Start,45,1940,1988,51.165691,10.451526,"51.165691, 10.451526",Europe
270,0,43546,Chemistry,Feb 1937,Robert Huber,Male,271,Alive,Start,Start,Germany,Dec 1988,,Nov 1817,Mar 2023,Robert,Huber,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",for the determination of the three-dimensional structure of a photosynthetic reaction centre,Start,51,1930,1988,51.165691,10.451526,"51.165691, 10.451526",Europe
271,0,47712,Chemistry,Jul 1948,Hartmut Michel,Male,272,Alive,Start,Start,West Germany (now Germany),Dec 1988,,Nov 1817,Mar 2023,Hartmut,Michel,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",for the determination of the three-dimensional structure of a photosynthetic reaction centre,Start,40,1940,1988,51.165691,10.451526,"51.165691, 10.451526",Europe
272,0,44352,Chemistry,May 1939,Sidney Altman,Male,273,Deceased,Start,Start,Canada,Dec 1989,Apr 2022,Nov 1817,Apr 2022,Sidney,Altman,"""for their discovery of catalytic properties of RNA""",for their discovery of catalytic properties of RNA,Start,50,1930,1989,56.130366,-106.346771,"56.130366, -106.346771",North America
273,0,47489,Chemistry,Dec 1947,Thomas R. Cech,Male,274,Alive,Start,Start,USA,Dec 1989,,Nov 1817,Mar 2023,Thomas R.,Cech,"""for their discovery of catalytic properties of RNA""",for their discovery of catalytic properties of RNA,Start,42,1940,1989,37.09024,-95.712891,"37.09024, -95.712891",North America
274,0,40401,Chemistry,Jul 1928,Elias James Corey,Male,275,Alive,Start,Start,USA,Dec 1990,,Nov 1817,Mar 2023,Elias James,Corey,"""for his development of the theory and methodology of organic synthesis""",for his development of the theory and methodology of organic synthesis,Start,62,1920,1990,37.09024,-95.712891,"37.09024, -95.712891",North America
275,0,42260,Chemistry,Aug 1933,Richard R. Ernst,Male,276,Deceased,Start,Start,Switzerland,Dec 1991,Jun 2021,Nov 1817,Jun 2021,Richard R.,Ernst,"""for his contributions to the development of the methodology of high resolution nuclear magnetic resonance (NMR) spectroscopy""",for his contributions to the development of the methodology of high resolution nuclear magnetic resonance (NMR) spectroscopy,Start,58,1930,1991,46.818188,8.227511999999999,"46.818188, 8.227511999999999",Europe
276,0,38583,Chemistry,Jul 1923,Rudolph A. Marcus,Male,277,Alive,Start,Start,Canada,Dec 1992,,Nov 1817,Mar 2023,Rudolph A.,Marcus,"""for his contributions to the theory of electron transfer reactions in chemical systems""",for his contributions to the theory of electron transfer reactions in chemical systems,Start,69,1920,1992,56.130366,-106.346771,"56.130366, -106.346771",North America
277,0,46414,Chemistry,Dec 1944,Kary B. Mullis,Male,278,Deceased,Start,Start,USA,Dec 1993,Aug 2019,Nov 1817,Aug 2019,Kary B.,Mullis,"""for his invention of the polymerase chain reaction (PCR) method""",for his invention of the polymerase chain reaction (PCR) method,Start,49,1940,1993,37.09024,-95.712891,"37.09024, -95.712891",North America
278,0,41785,Chemistry,Apr 1932,Michael Smith,Male,279,Deceased,Start,Start,United Kingdom,Dec 1993,Oct 2000,Nov 1817,Oct 2000,Michael,Smith,"""for his fundamental contributions to the establishment of oligonucleotide-based site-directed mutagenesis and its development for protein studies""",for his fundamental contributions to the establishment of oligonucleotide-based site-directed mutagenesis and its development for protein studies,Start,61,1930,1993,55.378051,-3.435973,"55.378051, -3.435973",Europe
279,0,39984,Chemistry,May 1927,George A. Olah,Male,280,Deceased,Start,Start,Hungary,Dec 1994,Mar 2017,Nov 1817,Mar 2017,George A.,Olah,"""for his contribution to carbocation chemistry""",for his contribution to carbocation chemistry,Start,67,1920,1994,47.162494,19.503304,"47.162494, 19.503304",Europe
280,0,42371,Chemistry,Dec 1933,Paul J. Crutzen,Male,281,Deceased,Start,Start,Netherlands,Dec 1995,Jan 2021,Nov 1817,Jan 2021,Paul J.,Crutzen,"""for their work in atmospheric chemistry particularly concerning the formation and decomposition of ozone""",for their work in atmospheric chemistry particularly concerning the formation and decomposition of ozone,Start,62,1930,1995,52.132633,5.291265999999999,"52.132633, 5.291265999999999",Europe
281,0,45764,Chemistry,Mar 1943,Mario J. Molina,Male,282,Deceased,Start,Start,Mexico,Dec 1995,Oct 2020,Nov 1817,Oct 2020,Mario J.,Molina,"""for their work in atmospheric chemistry particularly concerning the formation and decomposition of ozone""",for their work in atmospheric chemistry particularly concerning the formation and decomposition of ozone,Start,52,1940,1995,23.634501,-102.552784,"23.634501, -102.552784",North America
282,0,40021,Chemistry,Jun 1927,F. Sherwood Rowland,Male,283,Deceased,Start,Start,USA,Dec 1995,Mar 2012,Nov 1817,Mar 2012,F. Sherwood,Rowland,"""for their work in atmospheric chemistry particularly concerning the formation and decomposition of ozone""",for their work in atmospheric chemistry particularly concerning the formation and decomposition of ozone,Start,68,1920,1995,37.09024,-95.712891,"37.09024, -95.712891",North America
283,0,42269,Chemistry,Aug 1933,Robert F. Curl Jr.,Male,284,Deceased,Start,Start,USA,Dec 1996,Jul 2022,Nov 1817,Jul 2022,Robert F.,Curl Jr.,"""for their discovery of fullerenes""",for their discovery of fullerenes,Start,63,1930,1996,37.09024,-95.712891,"37.09024, -95.712891",North America
284,0,44505,Chemistry,Oct 1939,Sir Harold Kroto,Male,285,Deceased,Start,Start,United Kingdom,Dec 1996,Apr 2016,Nov 1817,Apr 2016,Sir Harold,Kroto,"""for their discovery of fullerenes""",for their discovery of fullerenes,Start,57,1930,1996,55.378051,-3.435973,"55.378051, -3.435973",Europe
285,0,45843,Chemistry,Jun 1943,Richard E. Smalley,Male,286,Deceased,Start,Start,USA,Dec 1996,Oct 2005,Nov 1817,Oct 2005,Richard E.,Smalley,"""for their discovery of fullerenes""",for their discovery of fullerenes,Start,53,1940,1996,37.09024,-95.712891,"37.09024, -95.712891",North America
286,0,36767,Chemistry,Jul 1918,Paul D. Boyer,Male,287,Deceased,Start,Start,USA,Dec 1997,Jun 2018,Nov 1817,Jun 2018,Paul D.,Boyer,"""for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP)""",for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP),Start,79,1910,1997,37.09024,-95.712891,"37.09024, -95.712891",North America
287,0,44963,Chemistry,Jan 1941,John E. Walker,Male,288,Alive,Start,Start,United Kingdom,Dec 1997,,Nov 1817,Mar 2023,John E.,Walker,"""for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP)""",for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP),Start,56,1940,1997,55.378051,-3.435973,"55.378051, -3.435973",Europe
288,0,36836,Chemistry,Oct 1918,Jens C. Skou,Male,289,Deceased,Start,Start,Denmark,Dec 1997,May 2018,Nov 1817,May 2018,Jens C.,Skou,"""for the first discovery of an ion-transporting enzyme Na+ K+ -ATPase""",for the first discovery of an ion-transporting enzyme Na+ K+ -ATPase,Start,79,1910,1997,56.26392,9.501785,"56.26392, 9.501785",Europe
289,0,38449,Chemistry,Mar 1923,Walter Kohn,Male,290,Deceased,Start,Start,Austria,Dec 1998,Apr 2016,Nov 1817,Apr 2016,Walter,Kohn,"""for his development of the density-functional theory""",for his development of the density-functional theory,Start,75,1920,1998,47.516231,14.550072,"47.516231, 14.550072",Europe
290,0,39416,Chemistry,Oct 1925,John Pople,Male,291,Deceased,Start,Start,United Kingdom,Dec 1998,Mar 2004,Nov 1817,Mar 2004,John,Pople,"""for his development of computational methods in quantum chemistry""",for his development of computational methods in quantum chemistry,Start,73,1920,1998,55.378051,-3.435973,"55.378051, -3.435973",Europe
291,0,46839,Chemistry,Feb 1946,Ahmed Zewail,Male,292,Deceased,Start,Start,Egypt,Dec 1999,Aug 2016,Nov 1817,Aug 2016,Ahmed,Zewail,"""for his studies of the transition states of chemical reactions using femtosecond spectroscopy""",for his studies of the transition states of chemical reactions using femtosecond spectroscopy,Start,53,1940,1999,26.820553,30.802498,"26.820553, 30.802498",Africa
292,0,13254,Medicine,Mar 1854,Emil von Behring,Male,293,Deceased,Start,Start,Prussia (now Poland),Dec 1901,Mar 1917,Nov 1817,Mar 1917,Emil,von Behring,"""for his work on serum therapy especially its application against diphtheria by which he has opened a new road in the domain of medical science and thereby placed in the hands of the physician a victorious weapon against illness and deaths""",for his work on serum therapy especially its application against diphtheria by which he has opened a new road in the domain of medical science and thereby placed in the hands of the physician a victorious weapon against illness and deaths,Start,47,1850,1901,51.919438,19.145136,"51.919438, 19.145136",Europe
293,0,14409,Medicine,May 1857,Ronald Ross,Male,294,Deceased,Start,Start,India,Dec 1902,Sep 1932,Nov 1817,Sep 1932,Ronald,Ross,"""for his work on malaria by which he has shown how it enters the organism and thereby has laid the foundation for successful research on this disease and methods of combating it""",for his work on malaria by which he has shown how it enters the organism and thereby has laid the foundation for successful research on this disease and methods of combating it,Start,45,1850,1902,20.593684,78.96288,"20.593684, 78.96288",Asia
294,0,15721,Medicine,Dec 1860,Niels Ryberg Finsen,Male,295,Deceased,Start,Start,Faroe Islands (Denmark),Dec 1903,Sep 1904,Nov 1817,Sep 1904,Niels Ryberg,Finsen,"""in recognition of his contribution to the treatment of diseases especially lupus vulgaris with concentrated light radiation whereby he has opened a new avenue for medical science""",in recognition of his contribution to the treatment of diseases especially lupus vulgaris with concentrated light radiation whereby he has opened a new avenue for medical science,Start,43,1860,1903,61.89263500000001,-6.911805999999999,"61.89263500000001, -6.911805999999999",Europe
295,0,11611,Medicine,Sep 1849,Ivan Pavlov,Male,296,Deceased,Start,Start,Russia,Dec 1904,Feb 1936,Nov 1817,Feb 1936,Ivan,Pavlov,"""in recognition of his work on the physiology of digestion through which knowledge on vital aspects of the subject has been transformed and enlarged""",in recognition of his work on the physiology of digestion through which knowledge on vital aspects of the subject has been transformed and enlarged,Start,55,1840,1904,61.52401,105.318756,"61.52401, 105.318756",Asia
296,0,9507,Medicine,Dec 1843,Robert Koch,Male,297,Deceased,Start,Start,Germany,Dec 1905,May 1910,Nov 1817,May 1910,Robert,Koch,"""for his investigations and discoveries in relation to tuberculosis""",for his investigations and discoveries in relation to tuberculosis,Start,62,1840,1905,51.165691,10.451526,"51.165691, 10.451526",Europe
297,0,9350,Medicine,Jul 1843,Camillo Golgi,Male,298,Deceased,Start,Start,Italy,Dec 1906,Jan 1926,Nov 1817,Jan 1926,Camillo,Golgi,"""in recognition of their work on the structure of the nervous system""",in recognition of their work on the structure of the nervous system,Start,63,1840,1906,41.87194,12.56738,"41.87194, 12.56738",Europe
298,0,12571,Medicine,May 1852,Santiago Ramón y Cajal,Male,299,Deceased,Start,Start,Spain,Dec 1906,Oct 1934,Nov 1817,Oct 1934,Santiago,Ramón y Cajal,"""in recognition of their work on the structure of the nervous system""",in recognition of their work on the structure of the nervous system,Start,54,1850,1906,40.46366700000001,-3.74922,"40.46366700000001, -3.74922",Europe
299,0,10062,Medicine,Jun 1845,Alphonse Laveran,Male,300,Deceased,Start,Start,France,Dec 1907,May 1922,Nov 1817,May 1922,Alphonse,Laveran,"""in recognition of his work on the role played by protozoa in causing diseases""",in recognition of his work on the role played by protozoa in causing diseases,Start,62,1840,1907,46.227638,2.213749,"46.227638, 2.213749",Europe
300,0,10028,Medicine,May 1845,Ilya Mechnikov,Male,301,Deceased,Start,Start,Russian Empire (now Ukraine),Dec 1908,Jul 1916,Nov 1817,Jul 1916,Ilya,Mechnikov,"""in recognition of their work on immunity""",in recognition of their work on immunity,Start,63,1840,1908,48.379433,31.16558,"48.379433, 31.16558",Asia
301,0,13253,Medicine,Mar 1854,Paul Ehrlich,Male,302,Deceased,Start,Start,Prussia (now Poland),Dec 1908,Aug 1915,Nov 1817,Aug 1915,Paul,Ehrlich,"""in recognition of their work on immunity""",in recognition of their work on immunity,Start,54,1850,1908,51.919438,19.145136,"51.919438, 19.145136",Europe
302,0,8669,Medicine,Aug 1841,Theodor Kocher,Male,303,Deceased,Start,Start,Switzerland,Dec 1909,Jul 1917,Nov 1817,Jul 1917,Theodor,Kocher,"""for his work on the physiology pathology and surgery of the thyroid gland""",for his work on the physiology pathology and surgery of the thyroid gland,Start,68,1840,1909,46.818188,8.227511999999999,"46.818188, 8.227511999999999",Europe
303,0,13074,Medicine,Sep 1853,Albrecht Kossel,Male,304,Deceased,Start,Start,Mecklenburg (now Germany),Dec 1910,Jul 1927,Nov 1817,Jul 1927,Albrecht,Kossel,"""in recognition of the contributions to our knowledge of cell chemistry made through his work on proteins including the nucleic substances""",in recognition of the contributions to our knowledge of cell chemistry made through his work on proteins including the nucleic substances,Start,57,1850,1910,53.6126505,12.4295953,"53.6126505, 12.4295953",Europe
304,0,16258,Medicine,Jun 1862,Allvar Gullstrand,Male,305,Deceased,Start,Start,Sweden,Dec 1911,Jul 1930,Nov 1817,Jul 1930,Allvar,Gullstrand,"""for his work on the dioptrics of the eye""",for his work on the dioptrics of the eye,Start,49,1860,1911,60.12816100000001,18.643501,"60.12816100000001, 18.643501",Europe
305,0,20299,Medicine,Jun 1873,Alexis Carrel,Male,306,Deceased,Start,Start,France,Dec 1912,Nov 1944,Nov 1817,Nov 1944,Alexis,Carrel,"""in recognition of his work on vascular suture and the transplantation of blood vessels and organs""",in recognition of his work on vascular suture and the transplantation of blood vessels and organs,Start,39,1870,1912,46.227638,2.213749,"46.227638, 2.213749",Europe
306,0,11957,Medicine,Aug 1850,Charles Richet,Male,307,Deceased,Start,Start,France,Dec 1913,Dec 1935,Nov 1817,Dec 1935,Charles,Richet,"""in recognition of his work on anaphylaxis""",in recognition of his work on anaphylaxis,Start,63,1850,1913,46.227638,2.213749,"46.227638, 2.213749",Europe
307,0,21328,Medicine,Apr 1876,Robert Bárány,Male,308,Deceased,Start,Start,Austria,Dec 1914,Apr 1936,Nov 1817,Apr 1936,Robert,Bárány,"""for his work on the physiology and pathology of the vestibular apparatus""",for his work on the physiology and pathology of the vestibular apparatus,Start,38,1870,1914,47.516231,14.550072,"47.516231, 14.550072",Europe
308,0,19188,Medicine,Jun 1870,Jules Bordet,Male,309,Deceased,Start,Start,Belgium,Dec 1919,Apr 1961,Nov 1817,Apr 1961,Jules,Bordet,"""for his discoveries relating to immunity""",for his discoveries relating to immunity,Start,49,1870,1919,50.503887,4.469936,"50.503887, 4.469936",Europe
309,0,20804,Medicine,Nov 1874,August Krogh,Male,310,Deceased,Start,Start,Denmark,Dec 1920,Sep 1949,Nov 1817,Sep 1949,August,Krogh,"""for his discovery of the capillary motor regulating mechanism""",for his discovery of the capillary motor regulating mechanism,Start,46,1870,1920,56.26392,9.501785,"56.26392, 9.501785",Europe
310,0,25137,Medicine,Sep 1886,Archibald V. Hill,Male,311,Deceased,Start,Start,United Kingdom,Dec 1922,Jun 1977,Nov 1817,Jun 1977,Archibald V.,Hill,"""for his discovery relating to the production of heat in the muscle""",for his discovery relating to the production of heat in the muscle,Start,36,1880,1922,55.378051,-3.435973,"55.378051, -3.435973",Europe
